global_cell_index,cell_id,model_seed,checkpoint_index,checkpoint_step,checkpoint_sha256,fidelity_numerator,fidelity_denominator,displayed_fidelity,distinctness_numerator,distinctness_denominator,displayed_cutoff,primary_cell,family_search_execution_mode,transfer_execution_mode,source_stage,source_run_id,source_manifest,source_cell_id,fresh_cell_index,worker_id,output_root,status,stopping_reason,family_size,transfer_group_status
95,s0-step8650-f17of20-d1of2,0,6,8650,,17,20,0.850,1,2,0.50,False,fresh_execution,fresh_execution,,,,,94,worker_10,results/raw/{stage18_run_id}/workers/worker_10/cells/s0-step8650-f17of20-d1of2,not_executed,,,not_evaluated
96,s0-step8650-f17of20-d3of4,0,6,8650,,17,20,0.850,3,4,0.75,False,fresh_execution,fresh_execution,,,,,95,worker_11,results/raw/{stage18_run_id}/workers/worker_11/cells/s0-step8650-f17of20-d3of4,not_executed,,,not_evaluated
97,s0-step8650-f9of10-d1of4,0,6,8650,,9,10,0.900,1,4,0.25,False,fresh_execution,fresh_execution,,,,,96,worker_00,results/raw/{stage18_run_id}/workers/worker_00/cells/s0-step8650-f9of10-d1of4,not_executed,,,not_evaluated
98,s0-step8650-f9of10-d1of2,0,6,8650,,9,10,0.900,1,2,0.50,False,fresh_execution,fresh_execution,,,,,97,worker_01,results/raw/{stage18_run_id}/workers/worker_01/cells/s0-step8650-f9of10-d1of2,not_executed,,,not_evaluated
99,s0-step8650-f9of10-d3of4,0,6,8650,,9,10,0.900,3,4,0.75,False,fresh_execution,fresh_execution,,,,,98,worker_02,results/raw/{stage18_run_id}/workers/worker_02/cells/s0-step8650-f9of10-d3of4,not_executed,,,not_evaluated
100,s0-step8650-f19of20-d1of4,0,6,8650,,19,20,0.950,1,4,0.25,False,fresh_execution,fresh_execution,,,,,99,worker_03,results/raw/{stage18_run_id}/workers/worker_03/cells/s0-step8650-f19of20-d1of4,not_executed,,,not_evaluated
101,s0-step8650-f19of20-d1of2,0,6,8650,,19,20,0.950,1,2,0.50,False,fresh_execution,fresh_execution,,,,,100,worker_04,results/raw/{stage18_run_id}/workers/worker_04/cells/s0-step8650-f19of20-d1of2,not_executed,,,not_evaluated
102,s0-step8650-f19of20-d3of4,0,6,8650,,19,20,0.950,3,4,0.75,False,fresh_execution,fresh_execution,,,,,101,worker_05,results/raw/{stage18_run_id}/workers/worker_05/cells/s0-step8650-f19of20-d3of4,not_executed,,,not_evaluated
103,s0-step8650-f39of40-d1of4,0,6,8650,,39,40,0.975,1,4,0.25,False,fresh_execution,fresh_execution,,,,,102,worker_06,results/raw/{stage18_run_id}/workers/worker_06/cells/s0-step8650-f39of40-d1of4,not_executed,,,not_evaluated
104,s0-step8650-f39of40-d1of2,0,6,8650,,39,40,0.975,1,2,0.50,False,fresh_execution,fresh_execution,,,,,103,worker_07,results/raw/{stage18_run_id}/workers/worker_07/cells/s0-step8650-f39of40-d1of2,not_executed,,,not_evaluated
105,s0-step8650-f39of40-d3of4,0,6,8650,,39,40,0.975,3,4,0.75,False,fresh_execution,fresh_execution,,,,,104,worker_08,results/raw/{stage18_run_id}/workers/worker_08/cells/s0-step8650-f39of40-d3of4,not_executed,,,not_evaluated
106,s0-step8650-f99of100-d1of4,0,6,8650,,99,100,0.990,1,4,0.25,False,fresh_execution,fresh_execution,,,,,105,worker_09,results/raw/{stage18_run_id}/workers/worker_09/cells/s0-step8650-f99of100-d1of4,not_executed,,,not_evaluated
107,s0-step8650-f99of100-d1of2,0,6,8650,,99,100,0.990,1,2,0.50,True,fresh_execution,fresh_execution,,,,,106,worker_10,results/raw/{stage18_run_id}/workers/worker_10/cells/s0-step8650-f99of100-d1of2,not_executed,,,not_evaluated
108,s0-step8650-f99of100-d3of4,0,6,8650,,99,100,0.990,3,4,0.75,False,fresh_execution,fresh_execution,,,,,107,worker_11,results/raw/{stage18_run_id}/workers/worker_11/cells/s0-step8650-f99of100-d3of4,not_executed,,,not_evaluated
109,s0-step9050-f4of5-d1of4,0,7,9050,,4,5,0.800,1,4,0.25,False,fresh_execution,fresh_execution,,,,,108,worker_00,results/raw/{stage18_run_id}/workers/worker_00/cells/s0-step9050-f4of5-d1of4,not_executed,,,not_evaluated
110,s0-step9050-f4of5-d1of2,0,7,9050,,4,5,0.800,1,2,0.50,False,fresh_execution,fresh_execution,,,,,109,worker_01,results/raw/{stage18_run_id}/workers/worker_01/cells/s0-step9050-f4of5-d1of2,not_executed,,,not_evaluated
111,s0-step9050-f4of5-d3of4,0,7,9050,,4,5,0.800,3,4,0.75,False,fresh_execution,fresh_execution,,,,,110,worker_02,results/raw/{stage18_run_id}/workers/worker_02/cells/s0-step9050-f4of5-d3of4,not_executed,,,not_evaluated
112,s0-step9050-f17of20-d1of4,0,7,9050,,17,20,0.850,1,4,0.25,False,fresh_execution,fresh_execution,,,,,111,worker_03,results/raw/{stage18_run_id}/workers/worker_03/cells/s0-step9050-f17of20-d1of4,not_executed,,,not_evaluated
113,s0-step9050-f17of20-d1of2,0,7,9050,,17,20,0.850,1,2,0.50,False,fresh_execution,fresh_execution,,,,,112,worker_04,results/raw/{stage18_run_id}/workers/worker_04/cells/s0-step9050-f17of20-d1of2,not_executed,,,not_evaluated
114,s0-step9050-f17of20-d3of4,0,7,9050,,17,20,0.850,3,4,0.75,False,fresh_execution,fresh_execution,,,,,113,worker_05,results/raw/{stage18_run_id}/workers/worker_05/cells/s0-step9050-f17of20-d3of4,not_executed,,,not_evaluated
115,s0-step9050-f9of10-d1of4,0,7,9050,,9,10,0.900,1,4,0.25,False,fresh_execution,fresh_execution,,,,,114,worker_06,results/raw/{stage18_run_id}/workers/worker_06/cells/s0-step9050-f9of10-d1of4,not_executed,,,not_evaluated
116,s0-step9050-f9of10-d1of2,0,7,9050,,9,10,0.900,1,2,0.50,False,fresh_execution,fresh_execution,,,,,115,worker_07,results/raw/{stage18_run_id}/workers/worker_07/cells/s0-step9050-f9of10-d1of2,not_executed,,,not_evaluated
117,s0-step9050-f9of10-d3of4,0,7,9050,,9,10,0.900,3,4,0.75,False,fresh_execution,fresh_execution,,,,,116,worker_08,results/raw/{stage18_run_id}/workers/worker_08/cells/s0-step9050-f9of10-d3of4,not_executed,,,not_evaluated
118,s0-step9050-f19of20-d1of4,0,7,9050,,19,20,0.950,1,4,0.25,False,fresh_execution,fresh_execution,,,,,117,worker_09,results/raw/{stage18_run_id}/workers/worker_09/cells/s0-step9050-f19of20-d1of4,not_executed,,,not_evaluated
119,s0-step9050-f19of20-d1of2,0,7,9050,,19,20,0.950,1,2,0.50,False,fresh_execution,fresh_execution,,,,,118,worker_10,results/raw/{stage18_run_id}/workers/worker_10/cells/s0-step9050-f19of20-d1of2,not_executed,,,not_evaluated
120,s0-step9050-f19of20-d3of4,0,7,9050,,19,20,0.950,3,4,0.75,False,fresh_execution,fresh_execution,,,,,119,worker_11,results/raw/{stage18_run_id}/workers/worker_11/cells/s0-step9050-f19of20-d3of4,not_executed,,,not_evaluated
121,s0-step9050-f39of40-d1of4,0,7,9050,,39,40,0.975,1,4,0.25,False,fresh_execution,fresh_execution,,,,,120,worker_00,results/raw/{stage18_run_id}/workers/worker_00/cells/s0-step9050-f39of40-d1of4,not_executed,,,not_evaluated
122,s0-step9050-f39of40-d1of2,0,7,9050,,39,40,0.975,1,2,0.50,False,fresh_execution,fresh_execution,,,,,121,worker_01,results/raw/{stage18_run_id}/workers/worker_01/cells/s0-step9050-f39of40-d1of2,not_executed,,,not_evaluated
123,s0-step9050-f39of40-d3of4,0,7,9050,,39,40,0.975,3,4,0.75,False,fresh_execution,fresh_execution,,,,,122,worker_02,results/raw/{stage18_run_id}/workers/worker_02/cells/s0-step9050-f39of40-d3of4,not_executed,,,not_evaluated
124,s0-step9050-f99of100-d1of4,0,7,9050,,99,100,0.990,1,4,0.25,False,fresh_execution,fresh_execution,,,,,123,worker_03,results/raw/{stage18_run_id}/workers/worker_03/cells/s0-step9050-f99of100-d1of4,not_executed,,,not_evaluated
125,s0-step9050-f99of100-d1of2,0,7,9050,,99,100,0.990,1,2,0.50,True,fresh_execution,fresh_execution,,,,,124,worker_04,results/raw/{stage18_run_id}/workers/worker_04/cells/s0-step9050-f99of100-d1of2,not_executed,,,not_evaluated
126,s0-step9050-f99of100-d3of4,0,7,9050,,99,100,0.990,3,4,0.75,False,fresh_execution,fresh_execution,,,,,125,worker_05,results/raw/{stage18_run_id}/workers/worker_05/cells/s0-step9050-f99of100-d3of4,not_executed,,,not_evaluated
127,s1-step200-f4of5-d1of4,1,1,200,,4,5,0.800,1,4,0.25,False,fresh_execution,fresh_execution,,,,,126,worker_06,results/raw/{stage18_run_id}/workers/worker_06/cells/s1-step200-f4of5-d1of4,not_executed,,,not_evaluated
128,s1-step200-f4of5-d1of2,1,1,200,,4,5,0.800,1,2,0.50,False,fresh_execution,fresh_execution,,,,,127,worker_07,results/raw/{stage18_run_id}/workers/worker_07/cells/s1-step200-f4of5-d1of2,not_executed,,,not_evaluated
129,s1-step200-f4of5-d3of4,1,1,200,,4,5,0.800,3,4,0.75,False,fresh_execution,fresh_execution,,,,,128,worker_08,results/raw/{stage18_run_id}/workers/worker_08/cells/s1-step200-f4of5-d3of4,not_executed,,,not_evaluated
130,s1-step200-f17of20-d1of4,1,1,200,,17,20,0.850,1,4,0.25,False,fresh_execution,fresh_execution,,,,,129,worker_09,results/raw/{stage18_run_id}/workers/worker_09/cells/s1-step200-f17of20-d1of4,not_executed,,,not_evaluated
131,s1-step200-f17of20-d1of2,1,1,200,,17,20,0.850,1,2,0.50,False,fresh_execution,fresh_execution,,,,,130,worker_10,results/raw/{stage18_run_id}/workers/worker_10/cells/s1-step200-f17of20-d1of2,not_executed,,,not_evaluated
132,s1-step200-f17of20-d3of4,1,1,200,,17,20,0.850,3,4,0.75,False,fresh_execution,fresh_execution,,,,,131,worker_11,results/raw/{stage18_run_id}/workers/worker_11/cells/s1-step200-f17of20-d3of4,not_executed,,,not_evaluated
133,s1-step200-f9of10-d1of4,1,1,200,,9,10,0.900,1,4,0.25,False,fresh_execution,fresh_execution,,,,,132,worker_00,results/raw/{stage18_run_id}/workers/worker_00/cells/s1-step200-f9of10-d1of4,not_executed,,,not_evaluated
134,s1-step200-f9of10-d1of2,1,1,200,,9,10,0.900,1,2,0.50,False,fresh_execution,fresh_execution,,,,,133,worker_01,results/raw/{stage18_run_id}/workers/worker_01/cells/s1-step200-f9of10-d1of2,not_executed,,,not_evaluated
135,s1-step200-f9of10-d3of4,1,1,200,,9,10,0.900,3,4,0.75,False,fresh_execution,fresh_execution,,,,,134,worker_02,results/raw/{stage18_run_id}/workers/worker_02/cells/s1-step200-f9of10-d3of4,not_executed,,,not_evaluated
136,s1-step200-f19of20-d1of4,1,1,200,,19,20,0.950,1,4,0.25,False,fresh_execution,fresh_execution,,,,,135,worker_03,results/raw/{stage18_run_id}/workers/worker_03/cells/s1-step200-f19of20-d1of4,not_executed,,,not_evaluated
137,s1-step200-f19of20-d1of2,1,1,200,,19,20,0.950,1,2,0.50,False,fresh_execution,fresh_execution,,,,,136,worker_04,results/raw/{stage18_run_id}/workers/worker_04/cells/s1-step200-f19of20-d1of2,not_executed,,,not_evaluated
138,s1-step200-f19of20-d3of4,1,1,200,,19,20,0.950,3,4,0.75,False,fresh_execution,fresh_execution,,,,,137,worker_05,results/raw/{stage18_run_id}/workers/worker_05/cells/s1-step200-f19of20-d3of4,not_executed,,,not_evaluated
139,s1-step200-f39of40-d1of4,1,1,200,,39,40,0.975,1,4,0.25,False,fresh_execution,fresh_execution,,,,,138,worker_06,results/raw/{stage18_run_id}/workers/worker_06/cells/s1-step200-f39of40-d1of4,not_executed,,,not_evaluated
140,s1-step200-f39of40-d1of2,1,1,200,,39,40,0.975,1,2,0.50,False,fresh_execution,fresh_execution,,,,,139,worker_07,results/raw/{stage18_run_id}/workers/worker_07/cells/s1-step200-f39of40-d1of2,not_executed,,,not_evaluated
141,s1-step200-f39of40-d3of4,1,1,200,,39,40,0.975,3,4,0.75,False,fresh_execution,fresh_execution,,,,,140,worker_08,results/raw/{stage18_run_id}/workers/worker_08/cells/s1-step200-f39of40-d3of4,not_executed,,,not_evaluated
142,s1-step200-f99of100-d1of4,1,1,200,,99,100,0.990,1,4,0.25,False,fresh_execution,fresh_execution,,,,,141,worker_09,results/raw/{stage18_run_id}/workers/worker_09/cells/s1-step200-f99of100-d1of4,not_executed,,,not_evaluated
143,s1-step200-f99of100-d1of2,1,1,200,,99,100,0.990,1,2,0.50,True,fresh_execution,fresh_execution,,,,,142,worker_10,results/raw/{stage18_run_id}/workers/worker_10/cells/s1-step200-f99of100-d1of2,not_executed,,,not_evaluated
144,s1-step200-f99of100-d3of4,1,1,200,,99,100,0.990,3,4,0.75,False,fresh_execution,fresh_execution,,,,,143,worker_11,results/raw/{stage18_run_id}/workers/worker_11/cells/s1-step200-f99of100-d3of4,not_executed,,,not_evaluated
145,s1-step3400-f4of5-d1of4,1,2,3400,,4,5,0.800,1,4,0.25,False,fresh_execution,fresh_execution,,,,,144,worker_00,results/raw/{stage18_run_id}/workers/worker_00/cells/s1-step3400-f4of5-d1of4,not_executed,,,not_evaluated
146,s1-step3400-f4of5-d1of2,1,2,3400,,4,5,0.800,1,2,0.50,False,fresh_execution,fresh_execution,,,,,145,worker_01,results/raw/{stage18_run_id}/workers/worker_01/cells/s1-step3400-f4of5-d1of2,not_executed,,,not_evaluated
147,s1-step3400-f4of5-d3of4,1,2,3400,,4,5,0.800,3,4,0.75,False,fresh_execution,fresh_execution,,,,,146,worker_02,results/raw/{stage18_run_id}/workers/worker_02/cells/s1-step3400-f4of5-d3of4,not_executed,,,not_evaluated
148,s1-step3400-f17of20-d1of4,1,2,3400,,17,20,0.850,1,4,0.25,False,fresh_execution,fresh_execution,,,,,147,worker_03,results/raw/{stage18_run_id}/workers/worker_03/cells/s1-step3400-f17of20-d1of4,not_executed,,,not_evaluated
149,s1-step3400-f17of20-d1of2,1,2,3400,,17,20,0.850,1,2,0.50,False,fresh_execution,fresh_execution,,,,,148,worker_04,results/raw/{stage18_run_id}/workers/worker_04/cells/s1-step3400-f17of20-d1of2,not_executed,,,not_evaluated
150,s1-step3400-f17of20-d3of4,1,2,3400,,17,20,0.850,3,4,0.75,False,fresh_execution,fresh_execution,,,,,149,worker_05,results/raw/{stage18_run_id}/workers/worker_05/cells/s1-step3400-f17of20-d3of4,not_executed,,,not_evaluated
151,s1-step3400-f9of10-d1of4,1,2,3400,,9,10,0.900,1,4,0.25,False,fresh_execution,fresh_execution,,,,,150,worker_06,results/raw/{stage18_run_id}/workers/worker_06/cells/s1-step3400-f9of10-d1of4,not_executed,,,not_evaluated
152,s1-step3400-f9of10-d1of2,1,2,3400,,9,10,0.900,1,2,0.50,False,fresh_execution,fresh_execution,,,,,151,worker_07,results/raw/{stage18_run_id}/workers/worker_07/cells/s1-step3400-f9of10-d1of2,not_executed,,,not_evaluated
153,s1-step3400-f9of10-d3of4,1,2,3400,,9,10,0.900,3,4,0.75,False,fresh_execution,fresh_execution,,,,,152,worker_08,results/raw/{stage18_run_id}/workers/worker_08/cells/s1-step3400-f9of10-d3of4,not_executed,,,not_evaluated
154,s1-step3400-f19of20-d1of4,1,2,3400,,19,20,0.950,1,4,0.25,False,fresh_execution,fresh_execution,,,,,153,worker_09,results/raw/{stage18_run_id}/workers/worker_09/cells/s1-step3400-f19of20-d1of4,not_executed,,,not_evaluated
155,s1-step3400-f19of20-d1of2,1,2,3400,,19,20,0.950,1,2,0.50,False,fresh_execution,fresh_execution,,,,,154,worker_10,results/raw/{stage18_run_id}/workers/worker_10/cells/s1-step3400-f19of20-d1of2,not_executed,,,not_evaluated
156,s1-step3400-f19of20-d3of4,1,2,3400,,19,20,0.950,3,4,0.75,False,fresh_execution,fresh_execution,,,,,155,worker_11,results/raw/{stage18_run_id}/workers/worker_11/cells/s1-step3400-f19of20-d3of4,not_executed,,,not_evaluated
157,s1-step3400-f39of40-d1of4,1,2,3400,,39,40,0.975,1,4,0.25,False,fresh_execution,fresh_execution,,,,,156,worker_00,results/raw/{stage18_run_id}/workers/worker_00/cells/s1-step3400-f39of40-d1of4,not_executed,,,not_evaluated
158,s1-step3400-f39of40-d1of2,1,2,3400,,39,40,0.975,1,2,0.50,False,fresh_execution,fresh_execution,,,,,157,worker_01,results/raw/{stage18_run_id}/workers/worker_01/cells/s1-step3400-f39of40-d1of2,not_executed,,,not_evaluated
159,s1-step3400-f39of40-d3of4,1,2,3400,,39,40,0.975,3,4,0.75,False,fresh_execution,fresh_execution,,,,,158,worker_02,results/raw/{stage18_run_id}/workers/worker_02/cells/s1-step3400-f39of40-d3of4,not_executed,,,not_evaluated
160,s1-step3400-f99of100-d1of4,1,2,3400,,99,100,0.990,1,4,0.25,False,fresh_execution,fresh_execution,,,,,159,worker_03,results/raw/{stage18_run_id}/workers/worker_03/cells/s1-step3400-f99of100-d1of4,not_executed,,,not_evaluated
161,s1-step3400-f99of100-d1of2,1,2,3400,,99,100,0.990,1,2,0.50,True,fresh_execution,fresh_execution,,,,,160,worker_04,results/raw/{stage18_run_id}/workers/worker_04/cells/s1-step3400-f99of100-d1of2,not_executed,,,not_evaluated
162,s1-step3400-f99of100-d3of4,1,2,3400,,99,100,0.990,3,4,0.75,False,fresh_execution,fresh_execution,,,,,161,worker_05,results/raw/{stage18_run_id}/workers/worker_05/cells/s1-step3400-f99of100-d3of4,not_executed,,,not_evaluated
163,s1-step7450-f4of5-d1of4,1,3,7450,,4,5,0.800,1,4,0.25,False,fresh_execution,fresh_execution,,,,,162,worker_06,results/raw/{stage18_run_id}/workers/worker_06/cells/s1-step7450-f4of5-d1of4,not_executed,,,not_evaluated
164,s1-step7450-f4of5-d1of2,1,3,7450,,4,5,0.800,1,2,0.50,False,fresh_execution,fresh_execution,,,,,163,worker_07,results/raw/{stage18_run_id}/workers/worker_07/cells/s1-step7450-f4of5-d1of2,not_executed,,,not_evaluated
165,s1-step7450-f4of5-d3of4,1,3,7450,,4,5,0.800,3,4,0.75,False,fresh_execution,fresh_execution,,,,,164,worker_08,results/raw/{stage18_run_id}/workers/worker_08/cells/s1-step7450-f4of5-d3of4,not_executed,,,not_evaluated
166,s1-step7450-f17of20-d1of4,1,3,7450,,17,20,0.850,1,4,0.25,False,fresh_execution,fresh_execution,,,,,165,worker_09,results/raw/{stage18_run_id}/workers/worker_09/cells/s1-step7450-f17of20-d1of4,not_executed,,,not_evaluated
167,s1-step7450-f17of20-d1of2,1,3,7450,,17,20,0.850,1,2,0.50,False,fresh_execution,fresh_execution,,,,,166,worker_10,results/raw/{stage18_run_id}/workers/worker_10/cells/s1-step7450-f17of20-d1of2,not_executed,,,not_evaluated
168,s1-step7450-f17of20-d3of4,1,3,7450,,17,20,0.850,3,4,0.75,False,fresh_execution,fresh_execution,,,,,167,worker_11,results/raw/{stage18_run_id}/workers/worker_11/cells/s1-step7450-f17of20-d3of4,not_executed,,,not_evaluated
169,s1-step7450-f9of10-d1of4,1,3,7450,,9,10,0.900,1,4,0.25,False,fresh_execution,fresh_execution,,,,,168,worker_00,results/raw/{stage18_run_id}/workers/worker_00/cells/s1-step7450-f9of10-d1of4,not_executed,,,not_evaluated
170,s1-step7450-f9of10-d1of2,1,3,7450,,9,10,0.900,1,2,0.50,False,fresh_execution,fresh_execution,,,,,169,worker_01,results/raw/{stage18_run_id}/workers/worker_01/cells/s1-step7450-f9of10-d1of2,not_executed,,,not_evaluated
171,s1-step7450-f9of10-d3of4,1,3,7450,,9,10,0.900,3,4,0.75,False,fresh_execution,fresh_execution,,,,,170,worker_02,results/raw/{stage18_run_id}/workers/worker_02/cells/s1-step7450-f9of10-d3of4,not_executed,,,not_evaluated
172,s1-step7450-f19of20-d1of4,1,3,7450,,19,20,0.950,1,4,0.25,False,fresh_execution,fresh_execution,,,,,171,worker_03,results/raw/{stage18_run_id}/workers/worker_03/cells/s1-step7450-f19of20-d1of4,not_executed,,,not_evaluated
173,s1-step7450-f19of20-d1of2,1,3,7450,,19,20,0.950,1,2,0.50,False,fresh_execution,fresh_execution,,,,,172,worker_04,results/raw/{stage18_run_id}/workers/worker_04/cells/s1-step7450-f19of20-d1of2,not_executed,,,not_evaluated
174,s1-step7450-f19of20-d3of4,1,3,7450,,19,20,0.950,3,4,0.75,False,fresh_execution,fresh_execution,,,,,173,worker_05,results/raw/{stage18_run_id}/workers/worker_05/cells/s1-step7450-f19of20-d3of4,not_executed,,,not_evaluated
175,s1-step7450-f39of40-d1of4,1,3,7450,,39,40,0.975,1,4,0.25,False,fresh_execution,fresh_execution,,,,,174,worker_06,results/raw/{stage18_run_id}/workers/worker_06/cells/s1-step7450-f39of40-d1of4,not_executed,,,not_evaluated
176,s1-step7450-f39of40-d1of2,1,3,7450,,39,40,0.975,1,2,0.50,False,fresh_execution,fresh_execution,,,,,175,worker_07,results/raw/{stage18_run_id}/workers/worker_07/cells/s1-step7450-f39of40-d1of2,not_executed,,,not_evaluated
177,s1-step7450-f39of40-d3of4,1,3,7450,,39,40,0.975,3,4,0.75,False,fresh_execution,fresh_execution,,,,,176,worker_08,results/raw/{stage18_run_id}/workers/worker_08/cells/s1-step7450-f39of40-d3of4,not_executed,,,not_evaluated
178,s1-step7450-f99of100-d1of4,1,3,7450,,99,100,0.990,1,4,0.25,False,fresh_execution,fresh_execution,,,,,177,worker_09,results/raw/{stage18_run_id}/workers/worker_09/cells/s1-step7450-f99of100-d1of4,not_executed,,,not_evaluated
179,s1-step7450-f99of100-d1of2,1,3,7450,,99,100,0.990,1,2,0.50,True,fresh_execution,fresh_execution,,,,,178,worker_10,results/raw/{stage18_run_id}/workers/worker_10/cells/s1-step7450-f99of100-d1of2,not_executed,,,not_evaluated
180,s1-step7450-f99of100-d3of4,1,3,7450,,99,100,0.990,3,4,0.75,False,fresh_execution,fresh_execution,,,,,179,worker_11,results/raw/{stage18_run_id}/workers/worker_11/cells/s1-step7450-f99of100-d3of4,not_executed,,,not_evaluated
181,s1-step8150-f4of5-d1of4,1,4,8150,,4,5,0.800,1,4,0.25,False,fresh_execution,fresh_execution,,,,,180,worker_00,results/raw/{stage18_run_id}/workers/worker_00/cells/s1-step8150-f4of5-d1of4,not_executed,,,not_evaluated
182,s1-step8150-f4of5-d1of2,1,4,8150,,4,5,0.800,1,2,0.50,False,fresh_execution,fresh_execution,,,,,181,worker_01,results/raw/{stage18_run_id}/workers/worker_01/cells/s1-step8150-f4of5-d1of2,not_executed,,,not_evaluated
183,s1-step8150-f4of5-d3of4,1,4,8150,,4,5,0.800,3,4,0.75,False,fresh_execution,fresh_execution,,,,,182,worker_02,results/raw/{stage18_run_id}/workers/worker_02/cells/s1-step8150-f4of5-d3of4,not_executed,,,not_evaluated
184,s1-step8150-f17of20-d1of4,1,4,8150,,17,20,0.850,1,4,0.25,False,fresh_execution,fresh_execution,,,,,183,worker_03,results/raw/{stage18_run_id}/workers/worker_03/cells/s1-step8150-f17of20-d1of4,not_executed,,,not_evaluated
185,s1-step8150-f17of20-d1of2,1,4,8150,,17,20,0.850,1,2,0.50,False,fresh_execution,fresh_execution,,,,,184,worker_04,results/raw/{stage18_run_id}/workers/worker_04/cells/s1-step8150-f17of20-d1of2,not_executed,,,not_evaluated
186,s1-step8150-f17of20-d3of4,1,4,8150,,17,20,0.850,3,4,0.75,False,fresh_execution,fresh_execution,,,,,185,worker_05,results/raw/{stage18_run_id}/workers/worker_05/cells/s1-step8150-f17of20-d3of4,not_executed,,,not_evaluated
187,s1-step8150-f9of10-d1of4,1,4,8150,,9,10,0.900,1,4,0.25,False,fresh_execution,fresh_execution,,,,,186,worker_06,results/raw/{stage18_run_id}/workers/worker_06/cells/s1-step8150-f9of10-d1of4,not_executed,,,not_evaluated
188,s1-step8150-f9of10-d1of2,1,4,8150,,9,10,0.900,1,2,0.50,False,fresh_execution,fresh_execution,,,,,187,worker_07,results/raw/{stage18_run_id}/workers/worker_07/cells/s1-step8150-f9of10-d1of2,not_executed,,,not_evaluated
189,s1-step8150-f9of10-d3of4,1,4,8150,,9,10,0.900,3,4,0.75,False,fresh_execution,fresh_execution,,,,,188,worker_08,results/raw/{stage18_run_id}/workers/worker_08/cells/s1-step8150-f9of10-d3of4,not_executed,,,not_evaluated
190,s1-step8150-f19of20-d1of4,1,4,8150,,19,20,0.950,1,4,0.25,False,fresh_execution,fresh_execution,,,,,189,worker_09,results/raw/{stage18_run_id}/workers/worker_09/cells/s1-step8150-f19of20-d1of4,not_executed,,,not_evaluated
191,s1-step8150-f19of20-d1of2,1,4,8150,,19,20,0.950,1,2,0.50,False,fresh_execution,fresh_execution,,,,,190,worker_10,results/raw/{stage18_run_id}/workers/worker_10/cells/s1-step8150-f19of20-d1of2,not_executed,,,not_evaluated
192,s1-step8150-f19of20-d3of4,1,4,8150,,19,20,0.950,3,4,0.75,False,fresh_execution,fresh_execution,,,,,191,worker_11,results/raw/{stage18_run_id}/workers/worker_11/cells/s1-step8150-f19of20-d3of4,not_executed,,,not_evaluated
193,s1-step8150-f39of40-d1of4,1,4,8150,,39,40,0.975,1,4,0.25,False,fresh_execution,fresh_execution,,,,,192,worker_00,results/raw/{stage18_run_id}/workers/worker_00/cells/s1-step8150-f39of40-d1of4,not_executed,,,not_evaluated
194,s1-step8150-f39of40-d1of2,1,4,8150,,39,40,0.975,1,2,0.50,False,fresh_execution,fresh_execution,,,,,193,worker_01,results/raw/{stage18_run_id}/workers/worker_01/cells/s1-step8150-f39of40-d1of2,not_executed,,,not_evaluated
195,s1-step8150-f39of40-d3of4,1,4,8150,,39,40,0.975,3,4,0.75,False,fresh_execution,fresh_execution,,,,,194,worker_02,results/raw/{stage18_run_id}/workers/worker_02/cells/s1-step8150-f39of40-d3of4,not_executed,,,not_evaluated
196,s1-step8150-f99of100-d1of4,1,4,8150,,99,100,0.990,1,4,0.25,False,fresh_execution,fresh_execution,,,,,195,worker_03,results/raw/{stage18_run_id}/workers/worker_03/cells/s1-step8150-f99of100-d1of4,not_executed,,,not_evaluated
197,s1-step8150-f99of100-d1of2,1,4,8150,,99,100,0.990,1,2,0.50,True,fresh_execution,fresh_execution,,,,,196,worker_04,results/raw/{stage18_run_id}/workers/worker_04/cells/s1-step8150-f99of100-d1of2,not_executed,,,not_evaluated
198,s1-step8150-f99of100-d3of4,1,4,8150,,99,100,0.990,3,4,0.75,False,fresh_execution,fresh_execution,,,,,197,worker_05,results/raw/{stage18_run_id}/workers/worker_05/cells/s1-step8150-f99of100-d3of4,not_executed,,,not_evaluated
199,s1-step8500-f4of5-d1of4,1,5,8500,,4,5,0.800,1,4,0.25,False,fresh_execution,fresh_execution,,,,,198,worker_06,results/raw/{stage18_run_id}/workers/worker_06/cells/s1-step8500-f4of5-d1of4,not_executed,,,not_evaluated
200,s1-step8500-f4of5-d1of2,1,5,8500,,4,5,0.800,1,2,0.50,False,fresh_execution,fresh_execution,,,,,199,worker_07,results/raw/{stage18_run_id}/workers/worker_07/cells/s1-step8500-f4of5-d1of2,not_executed,,,not_evaluated
201,s1-step8500-f4of5-d3of4,1,5,8500,,4,5,0.800,3,4,0.75,False,fresh_execution,fresh_execution,,,,,200,worker_08,results/raw/{stage18_run_id}/workers/worker_08/cells/s1-step8500-f4of5-d3of4,not_executed,,,not_evaluated
202,s1-step8500-f17of20-d1of4,1,5,8500,,17,20,0.850,1,4,0.25,False,fresh_execution,fresh_execution,,,,,201,worker_09,results/raw/{stage18_run_id}/workers/worker_09/cells/s1-step8500-f17of20-d1of4,not_executed,,,not_evaluated
203,s1-step8500-f17of20-d1of2,1,5,8500,,17,20,0.850,1,2,0.50,False,fresh_execution,fresh_execution,,,,,202,worker_10,results/raw/{stage18_run_id}/workers/worker_10/cells/s1-step8500-f17of20-d1of2,not_executed,,,not_evaluated
